iso3,country,year,Track,GovEff,RuleLaw,RegQual,CPI,CtrlCorr,GII,RD,ECI,EduIdx,LifeExpIdx,GDPpcPPP,ResRents,ODA,PolStab,FSI,P1,P2,P3,P4,P5,v1_raw,v1_MScore,P1_GPA,P2_GPA,P3_GPA,P4_GPA,P5_GPA,v2_GPA,pillar_spread,config_profile,gap_count,gaps_noted
QAT,Qatar,2024,1,73.3953,67.1120,70.1033,59.0000,63.1337,32.8900,,0.0830,0.7240,0.9595,126046.3549,,,82.1420,40.5000,0.6740,0.4885,0.8417,0.9720,0.7420,0.7276,0.6068,3.1451,2.2437,2.8520,3.5274,3.2590,3.0891,0.1815,P4>P3>P5>P1>P2,2,ResRents; ODA
SVK,Slovak Republic,2024,1,64.1265,66.6189,61.2456,49.0000,50.0980,34.3100,1.0336,1.1180,0.8520,0.8976,48132.3564,,,76.7305,37.8000,0.6025,0.5885,0.8748,0.8976,0.7262,0.7248,0.5994,2.7799,3.0681,3.0829,3.0583,3.1425,3.0131,0.1458,P4>P3>P5>P1>P2,2,ResRents; ODA
URY,Uruguay,2024,1,64.7662,73.3246,65.0645,76.0000,78.7824,29.1300,0.7020,0.1220,0.8370,0.8944,36417.8742,,,87.7236,34.4000,0.6979,0.4732,0.8657,0.8760,0.7953,0.7206,0.5883,3.2252,2.0758,3.0105,2.9430,3.6769,3.0665,0.1660,P4>P3>P5>P1>P2,2,ResRents; ODA
HRV,Croatia,2024,1,65.1411,63.4615,59.3715,47.0000,50.8644,36.3400,1.3862,0.8230,0.8573,0.9012,49550.7922,,,75.8258,48.7000,0.5874,0.5722,0.8792,0.8998,0.6762,0.7133,0.5689,2.6954,2.9546,3.1346,3.0829,2.8737,2.9376,0.1573,P4>P3>P5>P1>P2,2,ResRents; ODA
HUN,Hungary,2024,1,61.0996,60.2750,60.1469,41.0000,48.6531,39.5700,1.3775,1.1500,0.8408,0.8773,48552.4708,,,73.3476,48.8000,0.5563,0.6177,0.8590,0.8982,0.6634,0.7113,0.5635,2.4670,3.2668,2.8671,3.0665,2.7451,2.8401,0.1513,P4>P3>P5>P2>P1,2,ResRents; ODA
SAU,Saudi Arabia,2024,1,66.5710,60.5851,66.0646,59.0000,63.0932,33.9300,0.6352,0.5380,0.8577,0.9036,71375.3728,,,65.0716,65.3000,0.6306,0.5346,0.8806,0.9280,0.5533,0.7083,0.5557,2.9267,2.6600,3.1759,3.3381,2.0545,2.8986,0.1859,P4>P3>P1>P5>P2,2,ResRents; ODA
CHL,Chile,2024,1,70.0935,68.8583,67.1756,63.0000,70.2379,32.6200,0.3921,-0.0450,0.8462,0.9410,36181.1566,,,67.9674,42.2000,0.6728,0.4757,0.8936,0.8755,0.6640,0.7073,0.5530,3.1759,2.1102,3.2059,2.9266,2.6763,2.9228,0.1727,P3>P4>P1>P5>P2,2,ResRents; ODA
MYS,Malaysia,2024,1,69.1273,62.9047,65.5949,50.0000,57.9432,40.4800,1.0121,0.8600,0.7218,0.8716,38779.2830,,0.0017,72.4670,55.0000,0.6191,0.5962,0.7967,0.8808,0.6332,0.7026,0.5405,2.8800,3.1326,2.3388,2.5363,2.5835,2.7439,0.1262,P4>P3>P5>P1>P2,1,ResRents
GRC,Greece,2024,1,55.0596,62.0987,62.4276,49.0000,53.9208,36.1500,1.4943,0.5200,0.8851,0.9516,44327.2098,,,68.2759,55.1000,0.5715,0.5440,0.9183,0.8912,0.6118,0.7020,0.5388,2.5660,2.6625,3.4540,3.0336,2.4468,2.8226,0.1821,P3>P4>P5>P1>P2,2,ResRents; ODA
CHN,China,2024,1,68.7581,46.9942,53.7384,43.0000,49.6499,56.3200,2.5773,1.2710,0.6978,0.8916,27104.8703,,-0.0015,63.2752,65.1000,0.5312,0.7123,0.7947,0.8532,0.5451,0.6950,0.5202,2.2157,3.7255,2.3993,3.2099,1.9996,2.6580,0.1451,P4>P3>P2>P5>P1,1,ResRents
CRI,Costa Rica,2024,1,56.9189,67.5793,64.0390,58.0000,61.6036,28.3300,0.3374,0.3340,0.7490,0.9354,31106.7644,,0.1797,85.9765,40.4000,0.6163,0.4883,0.8422,0.8593,0.7615,0.6926,0.5139,2.8481,2.1348,2.8227,2.2494,3.4538,2.7427,0.1584,P4>P3>P5>P1>P2,1,ResRents
ROU,Romania,2024,1,59.4705,63.3516,60.9104,46.0000,48.3806,33.4000,0.5166,0.9930,0.7754,0.8606,49076.5399,,,68.6084,53.0000,0.5743,0.5727,0.8180,0.8991,0.6222,0.6924,0.5134,2.6007,2.9898,2.5418,3.0747,2.5331,2.7596,0.1513,P4>P3>P5>P1>P2,2,ResRents; ODA
BHR,Bahrain,2024,1,63.0118,59.8550,69.8495,53.0000,52.9975,27.6400,0.1933,0.2850,0.8134,0.9428,66941.2430,,,61.1821,65.1000,0.6143,0.4804,0.8781,0.9231,0.5347,0.6874,0.5000,2.7927,2.0634,3.1022,3.3134,1.8933,2.7210,0.2021,P4>P3>P1>P5>P2,2,ResRents; ODA
MUS,Mauritius,2024,1,66.2220,67.9557,69.6880,51.0000,54.7467,30.5600,0.2618,0.2870,0.7302,0.8450,31839.7598,,0.5996,79.3949,38.0000,0.6372,0.4952,0.7876,0.8506,0.7386,0.6846,0.4927,3.0092,2.3328,2.2370,2.1098,3.2376,2.6709,0.1394,P4>P3>P5>P1>P2,1,ResRents
BGR,Bulgaria,2024,1,52.1731,56.3909,59.4055,43.0000,42.9965,38.4900,0.7922,0.7850,0.8073,0.8559,41969.4516,,,66.5764,51.8000,0.5274,0.5795,0.8316,0.8870,0.6170,0.6822,0.4862,2.2772,2.9884,2.6198,3.0171,2.4878,2.6431,0.1603,P4>P3>P5>P2>P1,2,ResRents; ODA
OMN,Oman,2024,1,62.3751,64.6985,65.7059,55.0000,58.1223,27.1300,0.3898,-0.5460,0.7696,0.9236,41740.1659,,,76.6086,48.7000,0.6194,0.4033,0.8466,0.8865,0.6801,0.6703,0.4548,2.8455,1.5367,2.8851,3.0089,2.9220,2.7289,0.1939,P4>P3>P5>P1>P2,2,ResRents; ODA
KWT,Kuwait,2024,1,57.7161,60.9374,61.2268,46.0000,52.2745,28.0900,0.0895,0.3140,0.6940,0.9293,52443.5969,,,70.9153,51.2000,0.5647,0.4853,0.8116,0.9042,0.6412,0.6698,0.4534,2.5523,2.1060,2.5223,3.1570,2.6261,2.6388,0.1734,P4>P3>P5>P1>P2,2,ResRents; ODA
GEO,Georgia,2024,1,60.2121,59.5285,65.1149,53.0000,55.5686,30.3900,0.2643,0.2590,0.8887,0.8384,28285.0733,,1.2865,55.4275,71.9000,0.5946,0.4918,0.8636,0.8243,0.4776,0.6569,0.4193,2.7001,2.2613,2.8696,1.9276,1.3948,2.3251,0.1829,P3>P4>P1>P2>P5,1,ResRents
SRB,Serbia,2024,1,53.3228,53.5212,56.0985,35.0000,36.5028,32.2500,0.9398,0.7630,0.8059,0.8734,32832.1763,,0.7499,63.0138,67.9000,0.4949,0.5463,0.8397,0.8492,0.5322,0.6513,0.4043,2.0099,2.7503,2.7325,2.0951,1.8782,2.2526,0.1763,P4>P3>P2>P5>P1,1,ResRents
THA,Thailand,2024,1,56.2722,53.2556,56.5411,34.0000,37.1805,36.8900,0.9363,0.8120,0.7280,0.8679,24712.0659,,0.0169,54.2220,68.0000,0.5002,0.5739,0.7979,0.8456,0.4878,0.6460,0.3903,2.0582,2.9571,2.3701,2.2569,1.4805,2.2108,0.1690,P4>P3>P2>P1>P5,1,ResRents
PAN,Panama,2024,1,56.1071,52.4309,53.6988,33.0000,36.6386,24.7400,0.1971,0.3610,0.7309,0.9168,41369.4225,,0.5141,70.4156,48.7000,0.4881,0.4727,0.8238,0.8730,0.6492,0.6445,0.3862,1.9122,2.0095,2.6989,2.2808,2.6612,2.2653,0.1850,P4>P3>P5>P1>P2,1,ResRents
ARG,Argentina,2024,1,54.9133,52.6383,51.1561,37.0000,41.2620,26.4200,0.6011,-0.0530,0.8728,0.8830,30431.1931,,0.0408,62.9949,46.4000,0.4893,0.4440,0.8779,0.8611,0.6216,0.6433,0.3830,1.9229,1.6998,3.0947,2.3579,2.3937,2.2585,0.2032,P3>P4>P5>P1>P2,1,ResRents
TUR,Turkiye,2024,1,49.9655,42.4489,51.5313,34.0000,36.4545,39.0000,1.4222,0.6970,0.7995,0.8793,45639.0193,,0.1372,49.3131,81.2000,0.4449,0.5742,0.8394,0.8900,0.4082,0.6415,0.3782,1.5967,2.8793,2.7426,2.4854,0.9192,2.0577,0.2225,P4>P3>P2>P1>P5,1,ResRents
KAZ,Kazakhstan,2024,1,54.1942,50.3980,55.6049,40.0000,46.4968,25.6700,0.1624,0.3630,0.8074,0.8370,40890.9318,,0.0336,61.0645,60.6000,0.5005,0.4776,0.8222,0.8841,0.5528,0.6411,0.3771,2.0117,2.0760,2.4968,2.5134,1.9745,2.2135,0.1910,P4>P3>P5>P1>P2,1,ResRents
VNM,Viet Nam,2024,1,49.5459,51.5617,50.6549,40.0000,42.7601,36.1800,0.4146,0.6720,0.7287,0.8398,16385.5066,,0.2020,65.9913,58.3000,0.4794,0.5578,0.7843,0.8091,0.5870,0.6367,0.3655,1.8504,2.7603,2.2061,1.8141,2.3039,2.1276,0.1455,P4>P3>P5>P2>P1,1,ResRents
MKD,North Macedonia,2024,1,50.7116,53.0935,59.0628,40.0000,41.1909,29.8900,0.3736,0.4050,0.7516,0.8830,26995.4293,,2.7535,68.5559,60.3000,0.5072,0.5024,0.8173,0.7840,0.5915,0.6318,0.3526,2.1039,2.4394,2.5973,1.7075,2.3391,2.2125,0.1509,P3>P4>P5>P1>P2,1,ResRents
ARM,Armenia,2024,1,44.2623,54.5140,57.0391,47.0000,50.7834,29.0200,0.2861,0.5920,0.7777,0.8567,22823.1795,,0.8707,53.5393,67.5000,0.5070,0.5149,0.8172,0.8181,0.4864,0.6312,0.3509,2.1210,2.4470,2.5368,1.8495,1.4546,2.0967,0.1728,P4>P3>P2>P1>P5,1,ResRents
ALB,Albania,2024,1,57.4137,54.9252,57.0035,42.0000,39.3380,24.5400,0.2000,0.0320,0.7422,0.9170,26701.6750,,1.5549,66.2440,56.8000,0.5284,0.4422,0.8296,0.8131,0.5946,0.6306,0.3495,2.3144,1.6484,2.7609,1.8393,2.3664,2.2224,0.1729,P3>P4>P5>P1>P2,1,ResRents
TTO,Trinidad and Tobago,2024,1,53.5045,50.5704,51.6048,41.0000,40.9764,18.4100,0.0504,0.0560,0.7552,0.8229,36328.5130,,,72.0440,52.9000,0.4917,0.4137,0.7891,0.8758,0.6398,0.6233,0.3300,1.9419,1.3289,2.2488,2.9348,2.6409,2.2289,0.1943,P4>P3>P5>P1>P2,2,ResRents; ODA
BWA,Botswana,2024,1,59.4465,62.3359,61.2019,57.0000,60.6301,23.0800,,-0.3100,0.6666,0.7564,20538.1320,,1.4639,83.5276,55.3000,0.6000,0.4042,0.7115,0.7951,0.6872,0.6211,0.3241,2.7259,1.4378,1.4029,1.6738,3.0346,2.1872,0.1488,P4>P3>P5>P1>P2,1,ResRents
DOM,Dominican Republic,2024,1,52.7919,53.8278,58.1326,36.0000,42.4809,20.8200,,0.0340,0.6931,0.8265,27541.6625,,0.5768,75.9613,60.8000,0.5019,0.4238,0.7598,0.8400,0.6265,0.6140,0.3054,2.0767,1.4667,1.9478,2.0435,2.5817,2.0595,0.1731,P4>P3>P5>P1>P2,1,ResRents
MNE,Montenegro,2024,1,58.4666,60.0864,56.8708,46.0000,46.6518,28.8700,,,0.8574,0.8783,34062.7578,,1.1968,71.5630,58.0000,0.5536,0.2887,0.8679,0.8409,0.6161,0.6139,0.3051,2.4598,2.0752,2.9706,2.0580,2.5084,2.4358,0.2364,P3>P4>P5>P1>P2,2,ResRents; ECI
BRA,Brazil,2024,1,46.9850,49.2850,50.2175,34.0000,39.5783,32.7400,1.1938,0.3490,0.7195,0.8592,22338.4766,,0.0330,57.0022,74.5000,0.4512,0.5117,0.7893,0.8373,0.4746,0.6135,0.3041,1.6054,2.4632,2.2362,2.1755,1.3730,1.9279,0.1851,P4>P3>P2>P5>P1,1,ResRents
MEX,Mexico,2024,1,47.0641,37.1059,51.7749,26.0000,28.8100,30.4500,0.2537,0.9420,0.7135,0.8472,26185.3565,,0.0258,53.6733,69.8000,0.4049,0.5534,0.7803,0.8498,0.4775,0.6134,0.3036,1.2659,2.8143,2.1643,2.2902,1.3845,1.8784,0.1932,P4>P3>P2>P5>P1,1,ResRents
IND,India,2024,1,59.2076,56.2896,53.3476,38.0000,41.8768,38.3100,,0.7050,0.5892,0.8000,11159.9856,,0.0662,52.4723,74.1000,0.5171,0.5714,0.6946,0.7828,0.4536,0.6130,0.3026,2.1396,2.8631,1.4731,1.7090,1.2021,1.9268,0.1336,P4>P3>P2>P1>P5,1,ResRents
BIH,Bosnia and Herzegovina,2024,1,38.9874,51.4722,49.3452,33.0000,37.4736,25.4700,0.2144,0.6620,0.7313,0.8900,25043.0886,,1.1205,57.3355,72.3000,0.4320,0.5034,0.8106,0.8190,0.4854,0.6083,0.2903,1.4440,2.2051,2.6067,1.8842,1.4594,1.8492,0.1888,P4>P3>P2>P5>P1,1,ResRents
COL,Colombia,2024,1,49.1803,47.3311,55.0740,39.0000,41.9095,29.1800,,0.2330,0.6979,0.8881,22349.4364,,0.2890,49.3103,78.1000,0.4765,0.4834,0.7930,0.8310,0.4211,0.6069,0.2865,1.8436,2.1736,2.3584,1.9969,0.9933,1.8885,0.1946,P4>P3>P2>P1>P5,1,ResRents
IDN,Indonesia,2024,1,54.8366,53.4090,56.8298,37.0000,36.8310,30.6200,,0.2230,0.6603,0.7869,16448.2755,,0.0865,55.4895,65.6000,0.5052,0.4898,0.7236,0.8123,0.5041,0.6063,0.2850,2.0935,2.2651,1.5053,1.9079,1.6167,1.9326,0.1504,P4>P3>P1>P5>P2,1,ResRents
ZAF,South Africa,2024,1,46.9478,57.2694,53.9147,41.0000,43.9726,28.3400,0.6148,0.3780,0.7701,0.7098,15456.1990,,0.4005,55.3527,72.0000,0.4978,0.4923,0.7399,0.7997,0.4768,0.6031,0.2765,2.0041,2.2326,1.6698,1.6946,1.3739,1.8422,0.1555,P4>P3>P1>P2>P5,1,ResRents
BLR,Belarus,2024,1,37.6996,35.7852,35.4282,33.0000,36.1526,24.2100,0.5872,0.7510,0.7923,0.8374,33010.3308,,0.1636,59.4495,69.9000,0.3548,0.5051,0.8149,0.8643,0.5060,0.6014,0.2719,0.8275,2.2403,2.4500,2.3056,1.6245,1.7305,0.2200,P4>P3>P5>P2>P1,1,ResRents
JAM,Jamaica,2024,1,54.6705,55.6280,56.2961,44.0000,45.9061,25.6700,,-0.3510,0.6760,0.7920,12890.2660,,0.4090,74.0393,61.9000,0.5265,0.4135,0.7340,0.7854,0.6123,0.6001,0.2685,2.2626,1.5518,1.6034,1.6046,2.4627,1.9735,0.1514,P4>P3>P5>P1>P2,1,ResRents
PHL,Philippines,2024,1,54.1506,47.0863,56.1134,33.0000,36.1832,31.1300,,0.7390,0.6887,0.7667,11794.1375,,0.3800,52.6707,77.8000,0.4759,0.5386,0.7277,0.7793,0.4392,0.5989,0.2653,1.8157,2.7077,1.5475,1.5867,1.0777,1.7609,0.1526,P4>P3>P2>P1>P5,1,ResRents
MDA,Moldova,2024,1,56.3500,54.1881,54.1257,43.0000,41.9528,28.6800,0.2159,0.2030,0.8010,0.7877,18614.9881,,6.1924,60.0014,67.4000,0.5192,0.4783,0.7944,0.6693,0.5192,0.5940,0.2522,2.2092,2.0132,2.1580,1.2587,1.7653,1.9326,0.1326,P3>P4>P5>P1>P2,1,ResRents
SWZ,Eswatini,2024,1,36.1519,42.1656,44.8006,27.0000,31.9620,,,0.2710,0.7130,0.6788,11799.2029,,2.5606,53.3773,79.1000,0.3753,0.6819,0.6959,0.7248,0.4373,0.5922,0.2474,0.9931,2.2345,1.2718,1.2448,1.0538,1.2939,0.1636,P4>P3>P2>P5>P1,2,ResRents; GII
JOR,Jordan,2024,1,55.5445,59.8653,59.2159,49.0000,53.3644,27.4500,,0.0880,0.7055,0.8894,10821.4910,,5.5851,59.9130,75.7000,0.5591,0.4618,0.7974,0.6425,0.4841,0.5916,0.2459,2.4785,1.8966,2.4204,0.9372,1.4651,1.9363,0.1364,P3>P4>P1>P5>P2,1,ResRents
RUS,Russian Federation,2024,1,45.0882,37.0602,38.0144,22.0000,29.8168,29.7300,0.9371,0.2430,0.7799,0.8178,47404.9648,,,50.4648,80.7000,0.3554,0.4871,0.7989,0.8964,0.4161,0.5913,0.2450,0.7792,2.2175,2.3215,3.0500,0.9497,1.7309,0.2415,P4>P3>P2>P5>P1,2,ResRents; ODA
MAR,Morocco,2024,1,54.7695,50.6346,54.4419,37.0000,37.3557,28.7900,,-0.0500,0.6253,0.8510,10415.1240,,0.5367,58.3648,68.2000,0.4921,0.4561,0.7381,0.7657,0.5077,0.5886,0.2379,1.9624,1.8639,1.8739,1.4582,1.6336,1.7996,0.1476,P4>P3>P5>P1>P2,1,ResRents
PER,Peru,2024,1,47.4436,48.2600,56.1689,31.0000,33.2730,26.7000,0.1761,-0.5840,0.7526,0.8883,17802.4182,,0.2320,54.7158,73.1000,0.4572,0.3978,0.8205,0.8148,0.4690,0.5877,0.2355,1.6714,1.4941,2.6692,1.8557,1.3114,1.8004,0.2079,P3>P4>P5>P1>P2,1,ResRents
TUN,Tunisia,2024,1,46.6866,50.6915,48.7101,39.0000,43.3986,25.3500,,0.5650,0.6608,0.8694,14521.0081,,2.6121,50.0970,66.4000,0.4627,0.4941,0.7651,0.7395,0.4738,0.5875,0.2350,1.6918,2.1625,2.0695,1.3280,1.4260,1.7245,0.1516,P3>P4>P2>P5>P1,1,ResRents
AZE,Azerbaijan,2024,1,54.5705,48.6111,56.9902,22.0000,32.1661,21.3000,0.2078,-0.4170,0.7276,0.8374,25088.9994,,0.1776,63.4960,72.7000,0.4554,0.3857,0.7825,0.8427,0.5146,0.5868,0.2331,1.6795,1.2899,2.1495,2.1337,1.7284,1.8117,0.2039,P4>P3>P5>P1>P2,1,ResRents
UZB,Uzbekistan,2024,1,48.5485,45.6709,46.5553,32.0000,32.5863,24.7000,0.1042,0.2200,0.7431,0.8060,11878.5529,,1.1580,65.4377,66.8000,0.4319,0.4599,0.7746,0.7604,0.5489,0.5848,0.2279,1.3945,1.8152,2.0944,1.4320,2.0180,1.6908,0.1632,P3>P4>P5>P2>P1,1,ResRents
LKA,Sri Lanka,2024,1,46.0027,52.5287,50.1438,32.0000,40.0665,22.6000,0.1051,-0.0450,0.7237,0.8844,15632.5925,,1.0192,59.9107,90.3000,0.4517,0.4256,0.8040,0.7851,0.4233,0.5795,0.2137,1.5687,1.5388,2.4416,1.5784,1.0308,1.6354,0.1982,P3>P4>P1>P2>P5,1,ResRents
PRY,Paraguay,2024,1,44.4474,46.9208,52.6361,24.0000,27.1096,21.8500,0.1412,-0.2780,0.6862,0.8284,18523.6810,,0.5377,64.6332,63.7000,0.4200,0.4010,0.7573,0.8102,0.5577,0.5745,0.2006,1.3279,1.3752,1.9166,1.7714,2.0814,1.6517,0.1885,P4>P3>P5>P1>P2,1,ResRents
EGY,"Egypt, Arab Rep.",2024,1,49.4533,44.0302,46.9854,30.0000,31.1153,23.6500,1.0176,0.0710,0.7025,0.7944,19094.1449,,0.1268,49.1899,81.6000,0.4262,0.4413,0.7485,0.8229,0.4059,0.5717,0.1931,1.3727,1.6735,1.7535,1.9989,0.8775,1.5385,0.2000,P4>P3>P2>P1>P5,1,ResRents
NAM,Namibia,2024,1,53.2721,62.6074,56.9904,49.0000,50.4158,19.9600,0.6464,-0.5200,0.5698,0.7290,11686.6021,,2.2992,75.2335,60.3000,0.5547,0.3698,0.6494,0.7306,0.6249,0.5696,0.1875,2.4341,1.1433,1.1036,1.2517,2.5807,1.8389,0.1362,P4>P3>P5>P1>P2,1,ResRents
MNG,Mongolia,2024,1,43.7725,55.2476,53.7470,33.0000,38.0183,28.6900,0.0837,-1.5680,0.6928,0.7959,19144.7261,,1.4377,73.0752,51.3000,0.4644,0.3194,0.7444,0.7903,0.6516,0.5681,0.1834,1.7262,1.2144,1.7221,1.6569,2.6923,1.8067,0.1979,P4>P3>P5>P1>P2,1,ResRents
SLV,El Salvador,2024,1,47.7787,44.6873,52.0832,30.0000,36.1838,20.6100,0.1015,0.3460,0.5520,0.8015,13264.0271,,1.5728,65.9991,69.3000,0.4364,0.4507,0.6767,0.7585,0.5412,0.5630,0.1699,1.4944,1.7276,1.3280,1.3871,1.9840,1.5746,0.1413,P4>P3>P5>P2>P1,1,ResRents
IRN,"Iran, Islamic Rep.",2024,1,37.6106,35.7129,31.0266,23.0000,24.6330,28.8800,,-0.0710,0.7496,0.8870,19873.8861,,0.0527,38.8852,85.4000,0.3184,0.4547,0.8183,0.8278,0.3386,0.5563,0.1523,0.5795,1.8664,2.6279,2.0543,0.6498,1.4123,0.2533,P4>P3>P2>P5>P1,1,ResRents
ECU,Ecuador,2024,1,47.0703,40.3557,44.6677,32.0000,32.1539,19.3300,,-0.8400,0.7115,0.8830,15840.2669,,0.4688,53.5770,69.4000,0.4102,0.3379,0.7973,0.7999,0.4787,0.5543,0.1470,1.2344,0.9326,2.3589,1.6960,1.3972,1.4998,0.2191,P4>P3>P5>P1>P2,1,ResRents
DZA,Algeria,2024,1,46.4563,44.9727,42.9925,34.0000,35.8436,16.1600,0.4440,-0.9780,0.6776,0.8656,17620.7424,,0.0828,54.0468,70.0000,0.4211,0.3097,0.7716,0.8177,0.4786,0.5484,0.1313,1.3281,0.6995,2.1215,1.9486,1.3815,1.5067,0.2235,P4>P3>P5>P1>P2,1,ResRents
TKM,Turkmenistan,2024,1,30.7466,32.6430,28.2318,17.0000,21.5970,,0.0900,-1.2020,0.7414,0.7704,21213.0863,,0.0799,70.0894,64.5000,0.2716,0.4177,0.7559,0.8322,0.5817,0.5481,0.1304,0.3313,0.5517,1.8583,2.0716,2.2731,1.2707,0.2322,P4>P3>P5>P2>P1,2,ResRents; GII
CPV,Cabo Verde,2024,1,59.4135,64.2655,55.5748,62.0000,66.8974,22.2900,,,0.5188,0.8624,11195.1205,,4.1131,79.0401,60.1000,0.6031,0.2229,0.6906,0.6819,0.6448,0.5455,0.1235,2.6633,1.3233,1.6244,1.0324,2.7617,2.0123,0.1964,P3>P4>P5>P1>P2,2,ResRents; ECI
KGZ,Kyrgyz Republic,2024,1,34.0644,40.8539,46.7130,25.0000,24.8510,20.3500,0.0527,0.2120,0.7554,0.7950,8012.4546,,2.9394,57.2763,75.6000,0.3666,0.4374,0.7752,0.6854,0.4714,0.5402,0.1096,0.9280,1.5608,2.0642,1.0335,1.3603,1.3043,0.1743,P3>P4>P5>P2>P1,1,ResRents
GHA,Ghana,2024,1,52.4989,57.8936,53.4457,42.0000,43.9385,20.0300,,-1.1390,0.5541,0.7000,8019.9970,,2.0845,66.0902,62.3000,0.5146,0.3146,0.6270,0.7068,0.5709,0.5312,0.0855,2.1335,0.7859,0.8051,1.1351,2.2004,1.5512,0.1480,P4>P3>P5>P1>P2,1,ResRents
GAB,Gabon,2024,1,40.3127,37.0742,43.4528,27.0000,28.8930,,,-1.7970,0.6696,0.7436,21510.1725,,0.2948,61.1647,65.5000,0.3696,0.3109,0.7066,0.8279,0.5329,0.5303,0.0833,0.9648,0.2483,1.3518,1.9562,1.8501,1.2688,0.2189,P4>P3>P5>P1>P2,2,ResRents; GII
GTM,Guatemala,2024,1,33.6587,40.4033,49.9827,25.0000,28.6605,14.5600,0.0061,0.0550,0.4915,0.8093,14368.6606,,0.4364,62.3112,77.3000,0.3726,0.3944,0.6504,0.7931,0.4895,0.5294,0.0809,0.9672,1.1046,1.2548,1.6462,1.5460,1.2719,0.1789,P4>P3>P5>P2>P1,1,ResRents
BOL,Bolivia,2024,1,39.4715,35.1463,35.0786,28.0000,27.6622,20.2500,,-1.0970,0.7677,0.7474,12877.6351,,1.4963,56.5672,70.7000,0.3442,0.3195,0.7575,0.7582,0.4883,0.5179,0.0503,0.7409,0.8285,1.8593,1.3862,1.4751,1.1869,0.2147,P4>P3>P5>P1>P2,1,ResRents
NPL,Nepal,2024,1,34.1417,51.7386,46.1517,34.0000,35.0500,18.0600,,-0.1020,0.5322,0.7747,5736.6213,,2.8249,58.8121,80.2000,0.4151,0.3978,0.6535,0.6624,0.4599,0.5124,0.0357,1.3170,1.1759,1.1171,0.8931,1.2619,1.1834,0.1300,P4>P3>P5>P1>P2,1,ResRents
KEN,Kenya,2024,1,45.5483,48.9698,49.6019,32.0000,31.6246,20.9900,0.8107,-0.2680,0.6062,0.6715,6644.1309,,2.4569,42.7372,87.8000,0.4403,0.3976,0.6388,0.6829,0.3479,0.5086,0.0257,1.4524,1.3438,0.8786,1.0057,0.6519,1.1414,0.1500,P4>P3>P1>P2>P5,1,ResRents
KHM,Cambodia,2024,1,45.6336,38.7857,44.9052,21.0000,22.8999,19.8900,,0.0310,0.4843,0.7795,7966.8735,,3.8210,68.0881,80.3000,0.3758,0.4189,0.6319,0.6629,0.5059,0.5082,0.0246,0.9636,1.3489,1.0392,0.9319,1.6662,1.1492,0.1266,P4>P3>P5>P2>P1,1,ResRents
BGD,Bangladesh,2024,1,39.3051,40.4414,39.8788,23.0000,25.5455,19.1100,,-0.4390,0.5683,0.8411,9646.7698,,1.2495,40.9049,85.2000,0.3566,0.3728,0.7047,0.7420,0.3495,0.5066,0.0204,0.8174,1.1107,1.6879,1.2934,0.6900,1.0837,0.1998,P4>P3>P2>P1>P5,1,ResRents
HND,Honduras,2024,1,39.2915,36.7111,44.9578,22.0000,22.6604,16.7400,,-0.2910,0.5326,0.8136,7486.0187,,1.7343,56.2064,79.6000,0.3574,0.3742,0.6731,0.7102,0.4494,0.5045,0.0148,0.8524,1.0456,1.3788,1.1086,1.1723,1.0766,0.1674,P4>P3>P5>P2>P1,1,ResRents
LAO,Lao PDR,2024,1,40.0260,44.1872,44.8317,33.0000,28.0202,17.8400,,-0.7030,0.4688,0.7533,9775.8282,,3.5057,75.4201,74.7000,0.4051,0.3428,0.6110,0.6866,0.5659,0.5031,0.0110,1.2162,0.9114,0.8953,1.0293,2.1155,1.2378,0.1438,P4>P3>P5>P1>P2,1,ResRents
LBN,Lebanon,2024,1,29.3664,38.2850,39.7399,22.0000,21.4571,21.5400,,0.3790,0.6702,0.8895,12574.8329,,8.8133,42.1564,91.8000,0.3235,0.4583,0.7798,0.5734,0.3283,0.4989,0.0000,0.5691,1.8705,2.2544,0.9344,0.5209,1.1050,0.1909,P3>P4>P2>P5>P1,1,ResRents
SEN,Senegal,2024,1,55.8984,53.4421,51.0517,45.0000,50.1430,21.9700,,-0.5070,0.3518,0.7490,5070.6486,,6.2691,61.9903,71.5000,0.5135,0.3810,0.5504,0.5667,0.5120,0.4983,-0.0018,2.1214,1.3074,0.6985,0.6176,1.6958,1.4240,0.0731,P4>P3>P1>P5>P2,1,ResRents
IRQ,Iraq,2024,1,29.9154,33.5898,38.6096,26.0000,23.4635,,,-1.4630,0.5693,0.8050,14464.3187,,0.7439,30.6333,91.4000,0.3203,0.3708,0.6872,0.7860,0.2723,0.4946,-0.0114,0.5496,0.4414,1.4624,1.5843,0.3790,0.8645,0.2328,P4>P3>P2>P1>P5,2,ResRents; GII
UKR,Ukraine,2024,1,39.6966,44.5696,50.1179,35.0000,34.2448,29.5000,0.3699,0.3590,0.7410,0.8219,18550.4629,,20.9002,58.5098,95.9000,0.4235,0.4964,0.7814,0.3238,0.3930,0.4903,-0.0229,1.4166,2.3266,2.1556,0.9936,0.8388,1.5085,0.1777,P3>P2>P1>P5>P4,1,ResRents
