iso3,country,year,Track,GovEff,RuleLaw,RegQual,CPI,CtrlCorr,GII,RD,ECI,EduIdx,LifeExpIdx,GDPpcPPP,ResRents,ODA,PolStab,FSI,P1,P2,P3,P4,P5,v1_raw,v1_MScore,P1_GPA,P2_GPA,P3_GPA,P4_GPA,P5_GPA,v2_GPA,pillar_spread,config_profile,gap_count,gaps_noted
DOM,Dominican Republic,2012,1,41.6010,46.8745,51.9465,32.0000,32.0323,30.9000,,-0.1960,0.6269,0.8126,11776.6228,0.4468,0.4472,66.4307,74.1000,0.4311,0.4536,0.7198,0.8487,0.5234,0.5872,0.2342,1.5588,1.6838,1.9050,2.3240,2.0640,1.8824,0.1816,P4>P3>P5>P2>P1,0,
SLV,El Salvador,2012,1,46.2277,43.0148,58.4976,38.0000,39.4986,29.5000,0.0340,0.0300,0.5540,0.7911,6708.3903,0.7710,1.0719,69.2464,74.4000,0.4644,0.4668,0.6725,0.8071,0.5362,0.5823,0.2213,1.8631,1.7157,1.6306,1.9466,2.1976,1.8927,0.1481,P4>P3>P5>P2>P1,0,
VNM,Viet Nam,2012,1,44.8284,47.0510,44.8688,31.0000,38.4918,33.9000,0.2993,0.2650,0.6269,0.8271,6376.7977,7.2987,2.1722,67.6976,74.0000,0.4194,0.5099,0.7270,0.7426,0.5302,0.5793,0.2131,1.3823,2.0672,1.9871,1.3435,2.1826,1.7159,0.1424,P4>P3>P5>P2>P1,0,
IND,India,2012,1,49.6146,54.7122,48.9628,36.0000,37.6736,35.7000,0.7440,0.5300,0.5067,0.7396,4819.6429,4.0238,0.0931,46.1266,78.0000,0.4732,0.5427,0.6232,0.7846,0.4056,0.5761,0.2048,1.9810,2.4029,1.1978,1.8249,1.1998,1.7826,0.1466,P4>P3>P2>P1>P5,0,
IDN,Indonesia,2012,1,46.3417,50.3346,52.0355,32.0000,32.2196,28.1000,0.0847,0.2140,0.6229,0.7517,9530.2907,5.9456,0.0077,55.6579,80.6000,0.4518,0.4763,0.6873,0.8084,0.4425,0.5754,0.2030,1.7451,1.6992,1.5252,2.0234,1.3198,1.7081,0.1655,P4>P3>P2>P1>P5,0,
KAZ,Kazakhstan,2012,1,39.2858,45.8972,49.5739,28.0000,29.3778,31.9000,0.1653,-0.1100,0.7942,0.7683,21367.2181,21.9827,0.0733,59.1922,70.9000,0.4069,0.4663,0.7812,0.7420,0.5005,0.5730,0.1966,1.3226,1.7886,2.3726,1.9141,1.9703,1.7957,0.1703,P3>P4>P5>P2>P1,0,
BLZ,Belize,2012,1,46.1257,51.2701,49.6909,,46.3307,32.5000,,,0.6882,0.7867,9303.3786,3.9491,1.4585,67.4417,67.2000,0.4903,0.3250,0.7374,0.7963,0.5572,0.5663,0.1787,1.8526,1.7447,2.0325,1.7167,2.3597,1.9377,0.1905,P4>P3>P5>P1>P2,2,CPI; ECI
PRY,Paraguay,2012,1,36.4825,43.9072,47.9075,25.0000,32.5131,31.6000,0.0652,-0.6310,0.6271,0.8170,10954.3252,1.6903,0.3290,56.0806,70.9000,0.3832,0.4180,0.7220,0.8386,0.4850,0.5610,0.1646,1.0495,1.4848,1.9514,2.1610,1.8630,1.6221,0.2003,P4>P3>P5>P2>P1,0,
MAR,Morocco,2012,1,47.4287,51.2554,54.7755,37.0000,37.6747,30.7000,0.6604,-0.3010,0.4796,0.7950,7307.6123,6.4858,1.4017,56.0550,76.1000,0.4761,0.4431,0.6373,0.7679,0.4632,0.5572,0.1546,1.9971,1.5935,1.4740,1.5102,1.6229,1.7156,0.1407,P4>P3>P1>P5>P2,0,
ECU,Ecuador,2012,1,45.6625,38.4199,39.1198,32.0000,35.4332,28.5000,0.3331,-0.7320,0.6754,0.8536,10244.5178,14.5265,0.1712,54.6078,80.1000,0.3880,0.3935,0.7645,0.7522,0.4393,0.5426,0.1160,1.0926,1.2034,2.4059,1.6261,1.3201,1.4734,0.1936,P3>P4>P5>P2>P1,0,
SWZ,Eswatini,2012,1,47.7003,46.4445,48.3263,37.0000,45.5988,32.0000,,0.3040,0.5665,0.4725,7760.3228,4.1807,2.0219,56.9131,83.5000,0.4487,0.5039,0.5195,0.7760,0.4366,0.5409,0.1114,1.7472,2.0235,0.7183,1.5740,1.2926,1.5341,0.1382,P4>P3>P2>P1>P5,0,
GTM,Guatemala,2012,1,37.8801,40.4227,47.5255,33.0000,32.2842,28.4000,0.0454,-0.1320,0.4614,0.7803,7258.3167,2.1811,0.6277,53.6642,79.4000,0.3971,0.4468,0.6209,0.8091,0.4375,0.5407,0.1109,1.2045,1.5341,1.2986,1.8215,1.2953,1.4190,0.1722,P4>P3>P2>P5>P1,0,
MNG,Mongolia,2012,1,40.7114,52.9423,48.8169,36.0000,35.5912,35.0000,0.2391,-1.5350,0.7545,0.7325,10151.7218,22.2730,3.9365,76.2263,58.7000,0.4462,0.3540,0.7435,0.6373,0.6365,0.5399,0.1086,1.7303,1.2427,2.0625,1.0495,2.7777,1.7590,0.1588,P3>P4>P5>P1>P2,0,
EGY,"Egypt, Arab Rep.",2012,1,40.9901,47.6764,46.7867,32.0000,37.3796,27.9000,0.5090,-0.0570,0.5834,0.7610,10342.4317,10.7455,0.6651,38.7439,90.4000,0.4186,0.4510,0.6722,0.7697,0.3171,0.5375,0.1023,1.4059,1.5467,1.4981,1.5614,0.5115,1.3438,0.1881,P4>P3>P2>P1>P5,0,
IRN,"Iran, Islamic Rep.",2012,1,40.9877,40.0292,35.1684,28.0000,27.9647,27.3000,0.2944,-0.7010,0.7567,0.8468,17021.3717,21.1187,0.0234,44.3202,89.6000,0.3605,0.3903,0.8017,0.7369,0.3483,0.5302,0.0831,0.8806,1.1735,2.7244,1.8997,0.6567,1.3963,0.2224,P3>P4>P2>P1>P5,0,
GHA,Ghana,2012,1,51.7716,59.8168,54.6026,45.0000,47.4889,29.6000,0.3765,-1.0070,0.4978,0.6461,4933.6525,15.8227,4.5928,66.4649,67.5000,0.5280,0.3743,0.5719,0.6322,0.5511,0.5215,0.0599,2.3611,1.1644,0.8795,0.9172,2.2648,1.6640,0.0960,P4>P3>P5>P1>P2,0,
FJI,Fiji,2012,1,40.0910,42.4894,42.3598,,49.5911,27.9000,,,0.6941,0.7048,8204.4657,2.0296,2.7546,63.8048,80.5000,0.4165,0.2790,0.6995,0.7810,0.4836,0.5183,0.0514,1.0742,1.1348,1.7615,1.6695,1.6294,1.4119,0.2060,P4>P3>P5>P1>P2,2,CPI; ECI
BOL,Bolivia,2012,1,46.5252,38.0857,41.1563,34.0000,33.7078,25.8000,,-0.9160,0.6871,0.7167,7183.8260,12.3531,2.5995,59.3826,82.1000,0.3994,0.3635,0.7019,0.7079,0.4548,0.5182,0.0511,1.2225,0.9213,1.7296,1.1884,1.4786,1.3049,0.1670,P4>P3>P5>P1>P2,0,
AZE,Azerbaijan,2012,1,35.6234,44.0289,47.1444,27.0000,24.1005,30.4000,0.2143,-0.9860,0.6853,0.7858,15994.1467,29.0120,0.4363,54.2130,79.8000,0.3845,0.3802,0.7356,0.6742,0.4386,0.5170,0.0479,1.0701,1.2274,1.9755,1.5583,1.3021,1.3840,0.1694,P3>P4>P5>P1>P2,0,
HND,Honduras,2012,1,37.9599,36.4163,48.8616,28.0000,25.6796,26.3000,,-0.4150,0.4595,0.7763,4016.3461,1.6306,3.2828,57.1545,78.5000,0.3781,0.4109,0.6179,0.7380,0.4587,0.5143,0.0408,1.0636,1.1916,1.2572,1.5074,1.5271,1.2873,0.1524,P4>P3>P5>P2>P1,0,
KGZ,Kyrgyz Republic,2012,1,33.9831,40.8796,46.9893,24.0000,24.3779,26.4000,0.1661,-0.2940,0.7177,0.7406,3588.6799,3.5809,7.3105,50.9318,87.4000,0.3646,0.4223,0.7291,0.6521,0.3905,0.5120,0.0347,0.9000,1.3374,1.9580,1.1697,0.9166,1.2005,0.1668,P3>P4>P2>P5>P1,0,
GUY,Guyana,2012,1,50.9595,47.0717,45.0078,28.0000,34.1576,33.7000,,,0.5890,0.7145,10626.8257,16.5328,2.8118,57.7432,71.4000,0.4276,0.3370,0.6518,0.6967,0.4912,0.5100,0.0293,1.4651,1.8440,1.3548,1.2635,1.8725,1.5438,0.1512,P4>P3>P5>P1>P2,1,ECI
NIC,Nicaragua,2012,1,36.6818,42.6398,48.4960,29.0000,30.7863,26.7000,0.1045,-1.0880,0.5889,0.8067,4507.9430,4.6255,5.2621,57.9889,79.6000,0.3920,0.3526,0.6978,0.6910,0.4583,0.5097,0.0287,1.1718,0.9524,1.7546,1.1972,1.4890,1.2997,0.1651,P3>P4>P5>P1>P2,0,
VEN,"Venezuela, RB",2012,1,33.3373,25.4336,31.6751,19.0000,22.2642,25.4000,0.2501,-0.7280,0.6929,0.8167,21241.4351,18.7812,0.0140,45.0856,77.3000,0.2736,0.3783,0.7548,0.7641,0.4033,0.5071,0.0217,0.2914,0.9331,2.2433,2.0221,1.2155,1.1969,0.2286,P4>P3>P5>P2>P1,0,
SEN,Senegal,2012,1,46.6747,53.4891,50.9808,36.0000,42.5738,28.8000,0.4343,-0.4180,0.3366,0.6958,2764.2613,4.8640,6.1970,63.2119,79.3000,0.4679,0.4232,0.5162,0.6486,0.4856,0.5043,0.0142,1.9321,1.3693,0.6891,1.0041,1.6773,1.4418,0.0854,P4>P3>P5>P1>P2,0,
ZMB,Zambia,2012,1,41.6130,48.5500,46.8392,37.0000,42.4033,26.4000,,-0.5070,0.5216,0.5954,3323.6331,13.5753,3.8177,73.6989,85.9000,0.4350,0.4032,0.5585,0.6397,0.5106,0.5002,0.0035,1.6284,1.1581,0.7984,0.8800,1.7544,1.3118,0.0952,P4>P3>P5>P1>P2,0,
GAB,Gabon,2012,1,32.7648,48.8907,46.5511,35.0000,33.9938,26.5000,,-0.7140,0.6059,0.6990,14619.7181,40.6293,0.4455,66.9948,74.6000,0.4080,0.3851,0.6524,0.5920,0.5241,0.4996,0.0017,1.3203,1.1313,1.3452,1.4844,2.0888,1.4649,0.1153,P3>P4>P5>P1>P2,0,
DZA,Algeria,2012,1,38.5168,42.8471,37.7035,34.0000,38.6704,24.4000,,-1.2720,0.5964,0.8401,14441.3293,26.2525,0.0655,43.9250,78.1000,0.3827,0.3245,0.7183,0.6935,0.3942,0.4986,-0.0009,1.0441,0.5103,2.0218,1.7200,1.1203,1.2783,0.1876,P3>P4>P5>P1>P2,0,
UZB,Uzbekistan,2012,1,29.0640,36.2755,32.0329,17.0000,20.1482,23.9000,0.1551,-0.7290,0.6944,0.7756,6168.1376,17.2845,0.3746,56.3075,87.5000,0.2859,0.3708,0.7350,0.7043,0.4170,0.4937,-0.0138,0.3070,0.7988,2.0386,1.3189,1.1087,0.9915,0.2039,P3>P4>P5>P2>P1,0,
NPL,Nepal,2012,1,29.7673,46.7278,42.3608,27.0000,28.1466,26.0000,0.3022,-0.1980,0.4661,0.7287,2465.8347,0.9676,3.5218,40.6454,93.0000,0.3646,0.4289,0.5974,0.7133,0.3157,0.4921,-0.0181,0.9265,1.2941,1.0837,1.4129,0.5292,1.0498,0.1666,P4>P3>P2>P1>P5,0,
KEN,Kenya,2012,1,42.2288,43.4294,46.7846,27.0000,28.1204,28.9000,0.6922,-0.3840,0.5088,0.6390,2847.2707,2.9089,5.2875,40.3889,98.4000,0.3986,0.4267,0.5739,0.6784,0.2919,0.4860,-0.0344,1.2130,1.4111,0.8492,1.1555,0.3861,1.0528,0.1523,P4>P3>P2>P1>P5,0,
BGD,Bangladesh,2012,1,35.8086,39.9472,39.4260,26.0000,25.1573,26.1000,,-0.8750,0.4544,0.7537,3434.2782,1.5546,1.4897,40.8009,92.2000,0.3530,0.3687,0.6040,0.7603,0.3198,0.4853,-0.0363,0.7636,0.9635,1.1131,1.6118,0.5671,0.9953,0.1925,P4>P3>P2>P1>P5,0,
RWA,Rwanda,2012,1,49.5913,51.4076,52.4088,53.0000,56.5006,27.9000,,-0.9660,0.4620,0.6798,1454.5251,6.3942,11.6344,61.4812,89.3000,0.5160,0.3695,0.5709,0.5147,0.4353,0.4820,-0.0448,2.2580,1.0639,0.8782,0.6674,1.2338,1.3987,0.0790,P3>P1>P4>P5>P2,0,
PNG,Papua New Guinea,2012,1,38.5513,44.5261,46.9615,25.0000,27.5393,,,-1.0520,0.3794,0.6714,3025.8560,15.8153,3.3186,50.8784,83.7000,0.3876,0.4446,0.5254,0.6283,0.4056,0.4793,-0.0520,1.1033,0.8828,0.6909,0.8211,1.0472,0.9499,0.0992,P4>P3>P2>P5>P1,1,GII
TJK,Tajikistan,2012,1,31.9723,35.8344,39.8475,22.0000,21.3272,26.4000,0.1143,-1.6340,0.6777,0.7558,2679.0693,1.7077,4.0457,47.6082,85.7000,0.3241,0.3021,0.7167,0.7039,0.3810,0.4788,-0.0535,0.5509,0.6478,1.8317,1.2945,0.8696,0.9756,0.2072,P3>P4>P5>P1>P2,0,
TZA,Tanzania,2012,1,39.6485,49.4699,47.2155,35.0000,35.3366,23.9000,0.5146,-0.6900,0.4290,0.6506,2083.4849,6.8325,7.2217,63.7660,80.4000,0.4283,0.3743,0.5398,0.6039,0.4838,0.4778,-0.0562,1.5321,0.8539,0.7021,0.7880,1.6309,1.1799,0.0903,P4>P3>P5>P1>P2,0,
BEN,Benin,2012,1,41.5909,49.6070,46.3197,36.0000,34.1434,24.4000,,-1.3210,0.4082,0.5932,2346.0842,3.9216,4.5860,71.9143,78.6000,0.4338,0.3202,0.5007,0.6733,0.5321,0.4765,-0.0595,1.5684,0.4827,0.4756,1.0795,2.0525,1.2260,0.1299,P4>P5>P3>P1>P2,0,
KHM,Cambodia,2012,1,37.7112,38.3673,46.7162,22.0000,24.8313,23.4000,,-1.1250,0.4327,0.7442,3583.4823,2.3063,4.7103,59.4519,88.7000,0.3620,0.3327,0.5884,0.7039,0.4277,0.4749,-0.0637,0.8460,0.5430,1.0099,1.2881,1.2075,0.9815,0.1583,P4>P3>P5>P1>P2,0,
UGA,Uganda,2012,1,41.3771,48.3646,48.1717,29.0000,30.5132,25.6000,0.1426,-0.4700,0.4755,0.6397,2031.9467,10.6586,6.1450,51.1971,96.5000,0.4173,0.4025,0.5576,0.5950,0.3539,0.4709,-0.0745,1.4315,1.0719,0.7970,0.7141,0.6847,1.0274,0.1049,P4>P3>P1>P2>P5,0,
PAK,Pakistan,2012,1,38.7006,38.6539,42.1119,27.0000,22.6502,23.1000,0.2618,-0.4780,0.3332,0.6905,4046.5985,2.5631,0.8172,20.1034,101.6000,0.3662,0.3893,0.5119,0.7733,0.1772,0.4636,-0.0937,0.8987,0.8382,0.6377,1.6344,0.1768,0.8885,0.2198,P4>P3>P2>P1>P5,0,
MDG,Madagascar,2012,1,33.6672,42.7246,42.9812,32.0000,35.4595,24.2000,0.0907,-1.1220,0.4401,0.6616,1463.6176,6.6913,3.2878,54.1014,82.5000,0.3784,0.3370,0.5508,0.6521,0.4268,0.4621,-0.0976,1.0228,0.6132,0.7434,0.8876,1.1800,0.9250,0.1301,P4>P3>P5>P1>P2,0,
CMR,Cameroon,2012,1,35.1510,37.9380,40.6163,26.0000,22.8753,25.0000,,-1.0980,0.4982,0.5872,3059.6423,8.4058,2.0099,52.2506,93.1000,0.3493,0.3432,0.5427,0.7000,0.3733,0.4590,-0.1060,0.7197,0.6979,0.6950,1.1420,0.7717,0.8125,0.1564,P4>P3>P5>P1>P2,0,
COG,"Congo, Rep.",2012,1,30.9721,36.3703,37.0996,26.0000,23.0858,,,-1.0930,0.5514,0.6563,6058.0645,41.3573,0.8373,54.4772,90.1000,0.3261,0.4372,0.6038,0.5351,0.3970,0.4583,-0.1078,0.5525,0.8276,1.0561,1.0283,0.9284,0.8352,0.1104,P3>P4>P2>P5>P1,1,GII
LAO,Lao PDR,2012,1,35.0534,41.5181,41.4991,21.0000,24.6826,20.2000,,-1.4610,0.4650,0.6942,4780.9473,12.1203,4.2851,64.6507,85.5000,0.3477,0.2866,0.5796,0.6604,0.4670,0.4533,-0.1212,0.7248,0.2774,0.9809,0.9890,1.4969,0.8823,0.1556,P4>P3>P5>P1>P2,0,
TKM,Turkmenistan,2012,1,25.6650,32.8134,26.4862,17.0000,17.5302,,,-2.0720,0.6597,0.7532,11035.4513,30.8737,0.1183,69.8591,77.4000,0.2549,0.2616,0.7065,0.6479,0.5268,0.4527,-0.1227,0.1990,0.1379,1.7332,1.5451,2.0726,1.0063,0.2122,P3>P4>P5>P2>P1,1,GII
LSO,Lesotho,2012,1,42.7257,53.5318,46.7516,45.0000,50.7930,25.7000,0.0126,,0.5336,0.4344,2291.4957,4.7059,9.5503,70.4293,79.0000,0.4700,0.2570,0.4840,0.5841,0.5230,0.4477,-0.1360,1.8989,0.7518,0.6040,0.8469,1.9910,1.3430,0.1237,P4>P5>P3>P1>P2,1,ECI
MMR,Myanmar,2012,1,21.0907,32.2640,27.0559,15.0000,21.1525,,,-1.5800,0.4147,0.6808,3845.1528,5.9562,0.8766,47.7937,96.2000,0.2385,0.3498,0.5477,0.7471,0.3381,0.4399,-0.1567,0.1413,0.3586,0.7322,1.4259,0.5984,0.5999,0.2030,P4>P3>P2>P5>P1,1,GII
MWI,Malawi,2012,1,40.1363,51.8215,43.3886,37.0000,37.8668,25.4000,,-1.1830,0.4583,0.6134,1464.0432,8.9512,13.5545,64.4232,88.8000,0.4309,0.3375,0.5358,0.4660,0.4521,0.4377,-0.1625,1.5930,0.6573,0.6415,0.5588,1.3426,1.0694,0.0716,P3>P4>P5>P1>P2,0,
HTI,Haiti,2012,1,20.2366,33.2762,35.5314,19.0000,20.4519,,,-1.2140,0.4592,0.6504,2830.1908,0.4934,9.2516,46.7528,104.9000,0.2701,0.4155,0.5548,0.6281,0.2967,0.4376,-0.1626,0.2513,0.6069,0.7647,1.3286,0.4118,0.6305,0.1568,P4>P3>P2>P5>P1,1,GII
SYR,Syrian Arab Republic,2012,1,33.2997,34.1415,32.4043,26.0000,23.7641,23.1000,,,0.5512,0.7109,,15.2360,4.0278,23.9516,94.5000,0.3146,0.2310,0.6310,0.7469,0.2260,0.4346,-0.1707,0.4936,0.2695,1.2508,0.8364,0.3143,0.6259,0.2426,P4>P3>P1>P2>P5,2,GDPpcPPP; ECI
ZWE,Zimbabwe,2012,1,24.9431,28.6530,28.3834,20.0000,20.9559,25.7000,,-0.7430,0.5663,0.5444,3472.4857,5.9677,6.1571,44.1005,106.3000,0.2549,0.3785,0.5554,0.6537,0.2776,0.4279,-0.1884,0.1853,0.9414,0.7591,1.0437,0.3211,0.5858,0.1747,P4>P3>P2>P5>P1,0,
TGO,Togo,2012,1,27.5056,41.2309,40.9709,30.0000,31.2787,20.5000,0.1597,-0.9310,0.4597,0.5837,1645.3129,20.9937,4.5221,54.7723,87.5000,0.3493,0.3356,0.5217,0.5423,0.4093,0.4249,-0.1963,0.7874,0.5884,0.5599,0.5350,1.0209,0.7159,0.0960,P4>P3>P5>P1>P2,0,
GNQ,Equatorial Guinea,2012,1,25.6601,35.0641,29.2188,20.0000,22.2854,,,-2.0480,0.5233,0.6046,30011.9274,39.0028,0.0973,64.5671,86.3000,0.2749,0.2659,0.5639,0.6457,0.4633,0.4234,-0.2003,0.2732,0.1655,0.8293,1.9034,1.4310,0.8601,0.1701,P4>P3>P5>P1>P2,1,GII
LBY,Libya,2012,1,24.1596,39.1001,33.6144,21.0000,25.3122,,,-2.2800,0.6593,0.8029,26826.0730,59.1030,0.0961,38.9984,84.9000,0.2947,0.2243,0.7311,0.5666,0.3412,0.4234,-0.2004,0.3902,0.0828,1.9946,1.8476,0.7389,0.9520,0.2109,P3>P4>P5>P1>P2,1,GII
BFA,Burkina Faso,2012,1,39.3019,50.7353,50.9748,38.0000,40.2601,24.6000,0.1972,-1.1240,0.2428,0.5763,1571.8388,12.4016,9.4117,54.8281,87.4000,0.4475,0.3388,0.4096,0.5157,0.4100,0.4226,-0.2025,1.7578,0.6490,0.1748,0.5163,1.0531,0.9948,0.0645,P4>P1>P5>P3>P2,0,
MRT,Mauritania,2012,1,38.6937,39.9386,44.1563,31.0000,32.9851,,,-1.9070,0.3637,0.7047,3464.9766,21.4879,6.2684,47.1206,87.6000,0.3845,0.2912,0.5342,0.5483,0.3706,0.4225,-0.2029,1.0688,0.1931,0.7721,0.6530,0.7699,0.7697,0.1114,P4>P3>P1>P5>P2,1,GII
GMB,"Gambia, The",2012,1,40.1258,44.3452,47.8235,34.0000,32.2659,23.3000,0.0848,,0.3294,0.6446,2064.8144,5.7812,10.0290,62.1123,80.6000,0.4157,0.2330,0.4870,0.5636,0.4747,0.4198,-0.2100,1.4181,0.3262,0.4734,0.7788,1.5735,1.0143,0.1245,P4>P3>P5>P1>P2,1,ECI
MLI,Mali,2012,1,33.6446,44.0613,46.5683,34.0000,34.3709,25.4000,0.4727,-0.9890,0.2673,0.5646,1990.1481,12.1111,6.8984,32.3553,77.9000,0.3957,0.3549,0.4159,0.5717,0.3372,0.4189,-0.2124,1.1769,0.7952,0.1545,0.6415,1.0021,0.8328,0.0930,P4>P3>P1>P2>P5,0,
AGO,Angola,2012,1,31.5231,33.8355,38.5013,22.0000,18.7182,22.2000,,-1.7360,0.4217,0.5987,8246.3608,34.7310,0.1830,58.3536,85.1000,0.3146,0.2719,0.5102,0.6061,0.4372,0.4136,-0.2264,0.5067,0.2510,0.5274,1.3103,1.2740,0.7602,0.1376,P4>P3>P5>P1>P2,0,
MOZ,Mozambique,2012,1,40.4964,45.3357,46.8947,31.0000,36.0252,26.3000,0.3760,-1.5060,0.3644,0.5609,1075.8779,11.9193,12.4706,66.5934,82.4000,0.4093,0.3131,0.4627,0.4484,0.4896,0.4118,-0.2313,1.3236,0.6537,0.2902,0.4475,1.6847,0.9535,0.0688,P5>P3>P4>P1>P2,0,
ETH,Ethiopia,2012,1,43.1496,44.0735,40.3941,33.0000,35.4940,23.3000,0.6047,-1.1320,0.3037,0.6376,1178.9747,14.9282,7.5051,38.3326,97.9000,0.4015,0.3316,0.4707,0.5158,0.2837,0.4090,-0.2388,1.2432,0.5079,0.3910,0.4832,0.3388,0.7123,0.0956,P4>P3>P1>P2>P5,0,
NGA,Nigeria,2012,1,32.4814,38.2827,42.9894,27.0000,24.6444,24.6000,,-2.3110,0.4514,0.4875,6670.8383,15.1485,0.4338,30.2220,101.1000,0.3519,0.2323,0.4695,0.7216,0.2299,0.4072,-0.2433,0.7856,0.3042,0.4053,1.3665,0.2466,0.6903,0.2047,P4>P3>P1>P2>P5,0,
YEM,"Yemen, Rep.",2012,1,28.1381,33.7436,41.6621,23.0000,22.4881,19.2000,,-1.2290,0.3401,0.7318,3004.9209,18.8464,2.1040,25.4493,104.8000,0.3164,0.3024,0.5360,0.6279,0.1906,0.4065,-0.2452,0.5428,0.3184,0.8127,0.8815,0.1499,0.5626,0.1807,P4>P3>P1>P2>P5,0,
CIV,Cote d'Ivoire,2012,1,30.6006,39.0776,42.2789,29.0000,30.9521,22.6000,,-1.2780,0.3689,0.5626,3290.7231,5.3676,11.2175,39.9454,103.6000,0.3524,0.3150,0.4657,0.5706,0.2681,0.4009,-0.2601,0.8129,0.3618,0.3109,0.9093,0.3104,0.6119,0.1226,P4>P3>P1>P2>P5,0,
IRQ,Iraq,2012,1,29.6247,31.9528,38.8695,18.0000,22.1909,,0.0348,-2.1190,0.5274,0.7512,14402.0341,49.8510,0.5938,32.1339,104.3000,0.2961,0.2531,0.6393,0.5272,0.2261,0.3932,-0.2805,0.3851,0.1103,1.2910,1.3952,0.2002,0.6651,0.1840,P3>P4>P1>P2>P5,1,GII
NER,Niger,2012,1,39.8710,45.0852,43.4407,33.0000,39.0483,18.6000,,-1.2150,0.1969,0.5844,1161.7891,10.3335,9.1431,50.8088,96.9000,0.4035,0.3007,0.3906,0.5184,0.3503,0.3929,-0.2814,1.2724,0.3180,0.1848,0.5512,0.6442,0.7232,0.0809,P4>P1>P3>P5>P2,0,
LBR,Liberia,2012,1,34.1994,42.6182,38.1510,41.0000,38.2762,,,-1.1990,0.4212,0.6121,1156.9532,26.7116,22.4026,59.2714,93.3000,0.3899,0.4182,0.5167,0.2280,0.4076,0.3917,-0.2845,1.1434,0.6345,0.5375,0.1622,1.0531,0.7709,0.1041,P3>P2>P5>P1>P4,1,GII
AFG,Afghanistan,2012,1,22.1785,24.5475,35.0839,8.0000,14.7504,,,-0.7710,0.3385,0.6421,1988.4293,0.6847,33.3985,23.1217,106.0000,0.2245,0.4950,0.4903,0.4295,0.1739,0.3812,-0.3123,0.1443,1.1034,0.4997,1.0817,0.1079,0.5281,0.1524,P2>P3>P4>P1>P5,1,GII
SDN,Sudan,2012,1,25.7528,32.4568,32.7934,13.0000,16.0318,16.8000,,-1.7740,0.3200,0.6681,3710.3770,6.6467,3.8449,26.3404,109.4000,0.2600,0.2415,0.4940,0.6911,0.1759,0.3800,-0.3156,0.2389,0.1521,0.5245,1.1057,0.0922,0.4239,0.2149,P4>P3>P1>P2>P5,0,
GIN,Guinea,2012,1,27.5957,32.1064,38.3799,24.0000,24.5053,,,-1.9060,0.2978,0.5710,1789.9747,16.6317,8.4244,40.4893,101.9000,0.3052,0.2914,0.4344,0.5107,0.2779,0.3659,-0.3529,0.4285,0.2207,0.1960,0.4852,0.3509,0.3634,0.1032,P4>P3>P1>P2>P5,1,GII
TCD,Chad,2012,1,25.7022,30.1759,35.6871,19.0000,19.9930,,,-2.4930,0.2741,0.4733,2435.1241,24.7934,2.7008,45.8633,107.6000,0.2764,0.1860,0.3737,0.5675,0.2810,0.3320,-0.4431,0.2715,0.0276,0.0931,0.7083,0.3489,0.3088,0.1450,P4>P3>P5>P1>P2,1,GII
COD,"Congo, Dem. Rep.",2012,1,20.7485,28.1821,32.6459,21.0000,20.0612,,,-1.8520,0.4421,0.5746,647.8017,27.1230,10.0099,28.0280,111.2000,0.2564,0.3010,0.5083,0.3619,0.1768,0.3311,-0.4454,0.1996,0.2483,0.4667,0.2327,0.0908,0.2408,0.1246,P3>P4>P2>P1>P5,1,GII
BDI,Burundi,2012,1,28.2619,37.0747,40.2652,19.0000,19.5572,20.5000,0.1070,,0.3744,0.5923,637.2471,17.5502,22.5848,33.3042,97.5000,0.3115,0.2050,0.4834,0.2583,0.2603,0.3035,-0.5186,0.4874,0.1560,0.4341,0.2393,0.3306,0.3593,0.1073,P3>P1>P5>P4>P2,1,ECI
BRB,Barbados,2012,1,76.4338,77.0755,65.6491,76.0000,77.1088,,,,0.7604,0.8575,19605.0169,0.4550,0.2802,86.9859,52.0000,0.7379,,0.8090,0.8777,0.7183,,,3.3796,,2.8426,2.5869,3.3427,,0.0726,P4>P3>P1>P5,2,GII; ECI
BTN,Bhutan,2012,1,61.3970,60.1888,41.6189,63.0000,64.3226,,,,0.4226,0.7655,8577.4073,4.2528,8.8270,79.1443,82.4000,0.5655,,0.5940,0.6673,0.5524,,,2.3649,,1.0917,1.2994,2.1042,,0.0513,P4>P3>P1>P5,2,GII; ECI
CAF,Central African Republic,2012,1,23.6372,32.3815,36.8734,26.0000,28.6031,,,,0.2878,0.4821,1062.0681,9.1677,9.0437,33.9343,103.8000,0.2972,,0.3850,0.5232,0.2372,,,0.3953,,0.1138,0.5765,0.2504,,0.1242,P4>P3>P1>P5,2,GII; ECI
COM,Comoros,2012,1,20.4194,39.2508,32.3883,28.0000,32.0702,,,,0.4664,0.6687,2678.7026,1.9165,10.0196,59.1461,83.0000,0.3001,,0.5675,0.6030,0.4499,,,0.4817,,0.8889,1.0887,1.3931,,0.1367,P4>P3>P5>P1,2,GII; ECI
CPV,Cabo Verde,2012,1,53.5135,67.4004,54.3283,60.0000,65.7111,,0.0662,,0.5362,0.8202,6318.0611,25.0558,13.3608,80.2570,74.7000,0.5881,,0.6782,0.4373,0.5900,,,2.6310,,1.7221,0.6408,2.5069,,0.1000,P3>P5>P1>P4,2,GII; ECI
